                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     41,                 2.5802,                  4.659,                 2.5549,                 3.3352,                0.14246,                0.03338,                0.03768,                0.01823,                0.07098,                0.02439,                0.02307,                0.01024,                      0,                      0,                    inf,                      0,               0.009208,               0.009208,               0.009208
                     42,                 2.4577,                 4.5232,                 2.3906,                 3.2489,                0.65054,                0.06177,                 0.0551,                0.03031,                0.66391,                0.03428,                0.03357,                0.01257,                      0,                      0,                    inf,                      0,              0.0091882,              0.0091882,              0.0091882
                     43,                  2.387,                 4.3843,                 2.2487,                 3.1663,                0.69211,                0.05521,                0.05352,                0.02432,                0.61197,                0.04622,                 0.0399,                0.01877,                      0,                      0,                    inf,                      0,              0.0091684,              0.0091684,              0.0091684
                     44,                 2.4786,                 4.3766,                 2.3321,                 3.2297,                0.69211,                0.05521,                0.05352,                0.02432,                0.61197,                0.04622,                 0.0399,                0.01888,                      0,                      0,                    inf,                      0,              0.0091486,              0.0091486,              0.0091486
                     45,                 2.4107,                 4.3403,                 2.3125,                 3.1976,                0.62248,                0.06722,                0.04917,                0.02641,                0.84745,                0.03537,                0.02905,                0.01309,                      0,                      0,                    inf,                      0,              0.0091288,              0.0091288,              0.0091288
                     46,                 2.4697,                 4.3282,                 2.3534,                 3.2854,                0.38093,                0.07152,                0.04331,                0.01917,                 0.5924,                0.03659,                0.03168,                0.01253,                      0,                      0,                    inf,                      0,               0.009109,               0.009109,               0.009109
                     47,                 2.3793,                 4.2915,                   2.24,                 3.1817,                0.32525,                0.06079,                 0.0363,                0.01853,                0.28913,                0.04878,                0.02645,                0.01246,                      0,                      0,                    inf,                      0,              0.0090892,              0.0090892,              0.0090892
                     48,                 2.2623,                 4.2023,                 2.1133,                 3.0717,                0.32316,                0.03858,                0.02434,                0.01232,                0.28882,                0.02927,                0.01722,                0.00821,                      0,                      0,                    inf,                      0,              0.0090694,              0.0090694,              0.0090694
                     49,                  2.269,                 4.1423,                 2.1334,                 3.0308,                0.09107,                0.04512,                0.03155,                0.01215,                0.07675,                0.03659,                0.02409,                0.00771,                      0,                      0,                    inf,                      0,              0.0090496,              0.0090496,              0.0090496
                     50,                 2.4285,                 4.1123,                 2.3901,                 3.0642,                0.33106,                0.05437,                0.02785,                0.01322,                 0.2753,                0.03506,                 0.0173,                0.00573,                      0,                      0,                    inf,                      0,              0.0090298,              0.0090298,              0.0090298
                     51,                 2.2668,                 4.0527,                 2.1145,                 2.9894,                0.38646,                0.07184,                0.04152,                0.02305,                  0.354,                0.06285,                0.03336,                0.01023,                      0,                      0,                    inf,                      0,                0.00901,                0.00901,                0.00901
                     52,                 2.3095,                 4.0531,                 2.1805,                 2.9768,                0.38646,                0.07184,                0.04152,                0.02305,                0.34869,                0.06163,                0.03162,                0.00985,                      0,                      0,                    inf,                      0,              0.0089902,              0.0089902,              0.0089902
                     53,                 2.1864,                 4.0743,                 2.1921,                  2.963,                0.66387,                0.07755,                0.05857,                 0.0235,                0.81049,                0.03902,                0.03521,                0.01442,                      0,                      0,                    inf,                      0,              0.0089704,              0.0089704,              0.0089704
                     54,                 2.2112,                 4.0286,                  2.149,                 2.9432,                0.35127,                 0.0825,                0.03194,                0.01524,                0.33045,                 0.0744,                0.02725,                0.00916,                      0,                      0,                    inf,                      0,              0.0089506,              0.0089506,              0.0089506
                     55,                 2.2919,                 4.0512,                 2.2397,                  2.947,                 0.3915,                0.07652,                0.05209,                0.02248,                0.34189,                0.06269,                0.03042,                0.01109,                      0,                      0,                    inf,                      0,              0.0089308,              0.0089308,              0.0089308
                     56,                 2.3631,                 4.0706,                 2.1348,                 2.9648,                 0.3915,                0.07652,                0.05209,                0.02248,                0.34175,                0.06165,                0.03037,                0.01106,                      0,                      0,                    inf,                      0,               0.008911,               0.008911,               0.008911
                     57,                 2.1865,                 3.8286,                 2.0857,                 2.8513,                0.39396,                0.04096,                0.03042,                 0.0122,                 0.3497,                0.03736,                 0.0235,                0.00739,                      0,                      0,                    inf,                      0,              0.0088912,              0.0088912,              0.0088912
                     58,                 2.2532,                 3.8755,                 2.0244,                 2.8614,                0.37668,                0.09027,                0.04616,                0.02146,                0.33871,                  0.071,                0.03379,                0.01187,                      0,                      0,                    inf,                      0,              0.0088714,              0.0088714,              0.0088714
                     59,                 2.2683,                 3.9211,                 2.0781,                 2.8924,                0.43828,                 0.0703,                0.05161,                0.02376,                0.38965,                0.05367,                0.03862,                0.01652,                      0,                      0,                    inf,                      0,              0.0088516,              0.0088516,              0.0088516
                     60,                 2.0496,                 3.7025,                 1.9952,                 2.7912,                0.43828,                 0.0703,                0.05161,                0.02376,                0.39284,                0.05579,                0.03939,                0.01673,                      0,                      0,                    inf,                      0,              0.0088318,              0.0088318,              0.0088318
                     61,                 2.0614,                 3.5948,                 1.9802,                 2.7681,                0.41379,                0.07551,                 0.0496,                0.02071,                0.37414,                0.06465,                0.04345,                0.01299,                      0,                      0,                    inf,                      0,               0.008812,               0.008812,               0.008812
                     62,                 2.2864,                 3.6973,                 2.0485,                  2.894,                0.37507,                0.07852,                0.05117,                0.02497,                0.34609,                0.07074,                0.04336,                0.01803,                      0,                      0,                    inf,                      0,              0.0087922,              0.0087922,              0.0087922
                     63,                  2.045,                 3.5109,                 1.9045,                 2.7403,                0.52486,                0.09018,                 0.0843,                0.04158,                0.47016,                0.07396,                0.06783,                0.03212,                      0,                      0,                    inf,                      0,              0.0087724,              0.0087724,              0.0087724
                     64,                 2.0617,                 3.6466,                  1.924,                 2.7218,                0.52486,                0.09018,                 0.0843,                0.04158,                0.47016,                0.07396,                0.06765,                0.03205,                      0,                      0,                    inf,                      0,              0.0087526,              0.0087526,              0.0087526
                     65,                 2.1523,                 3.4232,                 1.9243,                 2.7287,                0.43729,                0.02061,                0.02422,                0.01322,                0.40032,                0.01759,                 0.0192,                0.00813,                      0,                      0,                    inf,                      0,              0.0087328,              0.0087328,              0.0087328
                     66,                 2.0712,                 3.4942,                  1.891,                 2.6556,                 0.4652,                 0.0294,                0.02588,                0.01269,                 0.4251,                0.02671,                0.02239,                0.01011,                      0,                      0,                    inf,                      0,               0.008713,               0.008713,               0.008713
                     67,                 2.1319,                 3.6932,                 1.9997,                 2.7367,                0.68359,                0.08481,                0.07401,                0.03391,                0.61864,                0.06465,                0.04997,                0.02382,                      0,                      0,                    inf,                      0,              0.0086932,              0.0086932,              0.0086932
                     68,                 2.0007,                 3.3802,                  1.898,                  2.647,                0.68359,                0.08481,                0.07401,                0.03391,                0.62063,                0.06662,                 0.0503,                 0.0239,                      0,                      0,                    inf,                      0,              0.0086734,              0.0086734,              0.0086734
                     69,                 2.1028,                 3.4716,                 1.9265,                 2.6881,                0.71246,                0.08205,                0.08137,                0.04991,                 0.6862,                0.08366,                0.07348,                0.03217,                      0,                      0,                    inf,                      0,              0.0086536,              0.0086536,              0.0086536
                     70,                 1.9429,                 3.3807,                 1.7807,                 2.5846,                0.70787,                0.08712,                0.08018,                0.04484,                0.67659,                0.08128,                0.06826,                0.02958,                      0,                      0,                    inf,                      0,              0.0086338,              0.0086338,              0.0086338
                     71,                 2.1668,                 3.4589,                 1.9156,                 2.6747,                0.77538,                0.09149,                0.08673,                 0.0583,                0.75852,                0.08821,                0.07989,                0.04135,                      0,                      0,                    inf,                      0,               0.008614,               0.008614,               0.008614
                     72,                 2.2229,                 3.5421,                 1.9336,                 2.7196,                0.77538,                0.09149,                0.08673,                 0.0583,                0.75852,                0.08821,                0.07989,                0.04111,                      0,                      0,                    inf,                      0,              0.0085942,              0.0085942,              0.0085942
                     73,                  2.072,                 3.4492,                 1.8254,                 2.5753,                0.87201,                0.07964,                0.08645,                  0.043,                 0.8226,                0.07522,                0.07986,                0.03866,                      0,                      0,                    inf,                      0,              0.0085744,              0.0085744,              0.0085744
                     74,                 2.0484,                 3.3011,                 1.8773,                 2.5932,                0.77907,                0.09271,                0.08704,                 0.0509,                0.75547,                0.08821,                0.07906,                0.04124,                      0,                      0,                    inf,                      0,              0.0085546,              0.0085546,              0.0085546
                     75,                 2.1125,                 3.5581,                  1.928,                 2.5975,                0.72012,                0.08584,                0.08623,                 0.0604,                0.70195,                0.08102,                0.08061,                0.04493,                      0,                      0,                    inf,                      0,              0.0085348,              0.0085348,              0.0085348
                     76,                 2.1863,                 3.3585,                 2.0541,                 2.7233,                0.61671,                0.01213,                0.02091,                0.01312,                0.59195,                0.01001,                0.01584,                0.00943,                      0,                      0,                    inf,                      0,               0.008515,               0.008515,               0.008515
                     77,                 2.1061,                 3.3794,                  1.998,                 2.6279,                0.82317,                0.07857,                0.08762,                0.05946,                0.80633,                0.07628,                0.08373,                0.04275,                      0,                      0,                    inf,                      0,              0.0084952,              0.0084952,              0.0084952
                     78,                 1.9981,                 3.3792,                 1.8431,                  2.531,                0.83318,                0.07274,                0.08269,                0.05692,                0.66922,                0.08276,                0.07493,                0.03821,                      0,                      0,                    inf,                      0,              0.0084754,              0.0084754,              0.0084754
                     79,                 1.9547,                 3.2251,                 1.7489,                 2.5468,                0.79447,                0.09149,                0.09602,                0.05905,                0.76829,                0.08455,                0.08722,                0.05208,                      0,                      0,                    inf,                      0,              0.0084556,              0.0084556,              0.0084556
                     80,                 2.0491,                 3.1307,                 1.8146,                 2.5624,                0.79447,                0.09149,                0.09602,                0.05905,                0.77149,                0.08577,                 0.0878,                0.05223,                      0,                      0,                    inf,                      0,              0.0084358,              0.0084358,              0.0084358
                     81,                 2.2076,                 3.2311,                 2.0091,                 2.6876,                 0.7705,                0.09181,                0.09423,                0.05818,                0.74685,                0.08348,                0.08843,                0.04479,                      0,                      0,                    inf,                      0,               0.008416,               0.008416,               0.008416
                     82,                 2.1087,                 3.2692,                 1.8077,                 2.5489,                0.66033,                0.08096,                0.10091,                0.06204,                0.62823,                0.07736,                0.09083,                0.05013,                      0,                      0,                    inf,                      0,              0.0083962,              0.0083962,              0.0083962
                     83,                 2.0821,                 3.2081,                 1.7785,                 2.4917,                0.84256,                0.08006,                0.10038,                0.06664,                0.82591,                0.07646,                0.08721,                0.04717,                      0,                      0,                    inf,                      0,              0.0083764,              0.0083764,              0.0083764
                     84,                 1.9851,                 3.1591,                 1.7786,                 2.4786,                0.84256,                0.08006,                0.10038,                0.06664,                0.82591,                0.07646,                0.08686,                 0.0471,                      0,                      0,                    inf,                      0,              0.0083566,              0.0083566,              0.0083566
                     85,                 1.9861,                 3.0749,                 1.7936,                 2.4508,                0.57462,                0.08539,                0.10861,                0.07262,                0.55184,                0.08108,                0.09715,                 0.0537,                      0,                      0,                    inf,                      0,              0.0083368,              0.0083368,              0.0083368
                     86,                 1.9817,                 3.1815,                 1.7885,                 2.4589,                0.47051,                0.09149,                0.09215,                0.06543,                0.45776,                0.08699,                0.08943,                0.04316,                      0,                      0,                    inf,                      0,               0.008317,               0.008317,               0.008317
                     87,                 2.0773,                 2.9612,                 1.8269,                 2.5134,                0.50731,                0.04424,                0.06985,                0.04173,                0.48605,                0.04154,                0.06115,                0.02768,                      0,                      0,                    inf,                      0,              0.0082972,              0.0082972,              0.0082972
                     88,                 1.8966,                 2.8474,                 1.6448,                 2.4029,                0.54396,                0.08295,                 0.1135,                0.07203,                 0.5255,                0.07857,                0.10255,                0.04983,                      0,                      0,                    inf,                      0,              0.0082774,              0.0082774,              0.0082774
                     89,                 2.1231,                 2.9037,                  1.853,                 2.5225,                0.53084,                 0.0764,                0.10875,                0.05362,                0.52147,                0.06824,                0.09565,                0.04181,                      0,                      0,                    inf,                      0,              0.0082576,              0.0082576,              0.0082576
                     90,                 1.8982,                 2.9837,                 1.6541,                 2.3526,                0.57206,                0.08905,                0.11091,                0.08218,                 0.5445,                0.08455,                0.10544,                0.05911,                      0,                      0,                    inf,                      0,              0.0082378,              0.0082378,              0.0082378
                     91,                 2.0795,                 3.0565,                 1.7885,                 2.4695,                0.57817,                0.05753,                0.07866,                 0.0551,                0.55533,                0.05393,                0.07041,                0.03932,                      0,                      0,                    inf,                      0,               0.008218,               0.008218,               0.008218
                     92,                 1.9704,                 3.0347,                 1.7182,                  2.426,                0.57969,                0.08295,                0.10485,                0.07508,                0.56058,                0.07846,                0.09579,                 0.0542,                      0,                      0,                    inf,                      0,              0.0081982,              0.0081982,              0.0081982
                     93,                 2.0115,                 2.9083,                 1.7439,                 2.4247,                0.66597,                0.11499,                0.12587,                0.08248,                0.63803,                0.11318,                0.11553,                0.06114,                      0,                      0,                    inf,                      0,              0.0081784,              0.0081784,              0.0081784
                     94,                 1.8776,                 2.7986,                 1.6443,                 2.3334,                0.23789,                0.01685,                0.03027,                0.01868,                0.21429,                0.01473,                0.02602,                0.01529,                      0,                      0,                    inf,                      0,              0.0081586,              0.0081586,              0.0081586
                     95,                 1.8418,                 2.8981,                 1.6297,                 2.3272,                0.22848,                0.01775,                0.03326,                 0.0215,                0.04263,                0.02459,                0.03644,                0.01566,                      0,                      0,                    inf,                      0,              0.0081388,              0.0081388,              0.0081388
                     96,                 1.9352,                 2.8645,                 1.5445,                 2.2913,                0.70434,                0.11767,                0.13874,                0.09548,                 0.6912,                0.11742,                0.13928,                0.07237,                      0,                      0,                    inf,                      0,               0.008119,               0.008119,               0.008119
                     97,                 2.1047,                 2.8795,                 1.7421,                  2.402,                0.14233,                0.02247,                0.03507,                0.01666,                0.12296,                0.02125,                0.03258,                0.01434,                      0,                      0,                    inf,                      0,              0.0080992,              0.0080992,              0.0080992
                     98,                 2.0006,                 2.6956,                 1.6339,                  2.306,                0.36505,                0.12203,                0.13589,                0.08051,                0.31021,                0.13022,                0.13887,                0.06539,                      0,                      0,                    inf,                      0,              0.0080794,              0.0080794,              0.0080794
                     99,                 2.1387,                 2.8931,                 1.6757,                 2.3806,                0.48874,                0.10548,                 0.1487,                0.07993,                0.28309,                0.13355,                0.14638,                0.07229,                      0,                      0,                    inf,                      0,              0.0080596,              0.0080596,              0.0080596
                    100,                 2.0282,                 2.7519,                  1.651,                 2.3209,                 0.1161,                 0.0302,                0.04497,                0.02059,                0.12525,                0.03052,                0.04266,                0.01747,                      0,                      0,                    inf,                      0,              0.0080398,              0.0080398,              0.0080398
                    101,                 1.9081,                 2.6744,                 1.5556,                 2.2396,                0.25168,                0.16427,                0.14682,                0.06565,                0.23986,                0.18209,                0.15273,                0.07103,                      0,                      0,                    inf,                      0,                0.00802,                0.00802,                0.00802
                    102,                 2.0156,                 2.5538,                  1.588,                 2.3382,                0.19008,                0.19908,                0.13999,                0.08139,                0.21509,                0.17742,                   0.15,                 0.0737,                      0,                      0,                    inf,                      0,              0.0080002,              0.0080002,              0.0080002
                    103,                   1.96,                 2.7088,                 1.6104,                 2.2517,                0.47099,                0.14818,                0.13918,                0.08135,                0.47043,                0.16859,                0.14656,                0.07046,                      0,                      0,                    inf,                      0,              0.0079804,              0.0079804,              0.0079804
                    104,                 2.0719,                 2.8475,                 1.5943,                 2.2332,                0.47099,                0.14818,                0.13918,                0.08135,                0.47043,                0.16859,                0.14656,                0.07044,                      0,                      0,                    inf,                      0,              0.0079606,              0.0079606,              0.0079606
                    105,                 2.1067,                 2.8016,                 1.6581,                 2.3126,                0.24106,                0.15931,                0.15805,                0.08717,                0.25953,                0.16373,                0.16402,                 0.0729,                      0,                      0,                    inf,                      0,              0.0079408,              0.0079408,              0.0079408
                    106,                  2.044,                 2.7032,                 1.6417,                 2.2435,                0.52398,                0.17192,                0.16491,                 0.0909,                0.53138,                0.19463,                0.18179,                0.08164,                      0,                      0,                    inf,                      0,               0.007921,               0.007921,               0.007921
                    107,                 1.9986,                 2.7823,                 1.6166,                 2.1639,                0.53259,                0.19012,                 0.1753,                0.09305,                 0.5624,                0.22072,                0.19892,                0.09144,                      0,                      0,                    inf,                      0,              0.0079012,              0.0079012,              0.0079012
                    108,                 1.9972,                 2.6405,                 1.5589,                 2.1419,                0.53259,                0.19012,                 0.1753,                0.09305,                 0.5571,                 0.2195,                 0.1974,                0.09117,                      0,                      0,                    inf,                      0,              0.0078814,              0.0078814,              0.0078814
                    109,                 2.0911,                 2.8086,                 1.5612,                 2.1561,                0.47318,                0.02606,                0.04416,                0.01763,                0.44336,                0.03534,                0.05602,                0.01971,                      0,                      0,                    inf,                      0,              0.0078616,              0.0078616,              0.0078616
                    110,                 1.9971,                  2.754,                 1.5188,                 2.1475,                0.49927,                0.19771,                0.17075,                0.07994,                0.53043,                0.25011,                0.20442,                0.09081,                      0,                      0,                    inf,                      0,              0.0078418,              0.0078418,              0.0078418
                    111,                 1.9544,                 2.7332,                 1.4903,                 2.0718,                0.58091,                0.14879,                0.16646,                0.07696,                0.50003,                0.23286,                0.18361,                0.07873,                      0,                      0,                    inf,                      0,               0.007822,               0.007822,               0.007822
                    112,                 2.1063,                 2.7791,                  1.639,                 2.2293,                0.20611,                 0.0329,                0.05281,                0.02254,                0.23424,                0.03714,                 0.0633,                0.02446,                      0,                      0,                    inf,                      0,              0.0078022,              0.0078022,              0.0078022
                    113,                 1.9813,                 2.5443,                 1.5718,                 2.1615,                0.16688,                 0.0329,                 0.0561,                0.02685,                0.21885,                0.04138,                0.07128,                0.02773,                      0,                      0,                    inf,                      0,              0.0077824,              0.0077824,              0.0077824
                    114,                 1.9842,                 2.6199,                 1.4957,                 2.1173,                0.34767,                0.02904,                0.05609,                0.02122,                0.17025,                0.05094,                0.07725,                0.02578,                      0,                      0,                    inf,                      0,              0.0077626,              0.0077626,              0.0077626
                    115,                 2.1481,                 2.4709,                  1.594,                 2.2149,                0.50647,                0.20031,                0.17961,                0.09165,                0.49399,                0.23695,                   0.19,                0.08747,                      0,                      0,                    inf,                      0,              0.0077428,              0.0077428,              0.0077428
                    116,                 1.9925,                 2.5665,                 1.4919,                 2.0699,                0.20959,                 0.0329,                0.05494,                0.02527,                0.23828,                0.03502,                0.05388,                0.02364,                      0,                      0,                    inf,                      0,               0.007723,               0.007723,               0.007723
                    117,                 1.9572,                 2.5325,                  1.447,                 2.0452,                0.34247,                0.17491,                0.16939,                0.08513,                 0.2854,                0.23966,                0.20249,                0.08271,                      0,                      0,                    inf,                      0,              0.0077032,              0.0077032,              0.0077032
                    118,                 2.0674,                 2.4109,                 1.5438,                 2.1328,                0.49766,                0.17133,                 0.1629,                0.08035,                0.52457,                0.23021,                0.19557,                0.08694,                      0,                      0,                    inf,                      0,              0.0076834,              0.0076834,              0.0076834
                    119,                 2.1272,                 2.6768,                 1.5741,                 2.1391,                0.37511,                0.14451,                0.16788,                0.08537,                0.32104,                0.25159,                0.22361,                0.09168,                      0,                      0,                    inf,                      0,              0.0076636,              0.0076636,              0.0076636
